id,fecha,franja_hora,gravedad,sexo,edad,vehiculo_1,vehiculo_2,direccion_normalizada,tipo_calle,comuna,latitud,longitud
LC-2021-0005044,2021-01-05,8,LEVE - SIN LESIONES,M,46,AUTOMOVIL,AUTOMOVIL,"CARACAS y JUSTO, JUAN B. AV.",CALLE,11,-34.612475544615,-58.470081205345
LC-2021-0005409,2021-01-05,11,LEVE - SIN LESIONES,F,56,PEATON,AUTOMOVIL,BELGRANO AV. y COLOMBRES,AVENIDA,5,-34.615783915547,-58.418473513967
LC-2021-0005476,2021-01-05,11,LEVE - SIN LESIONES,M,21,MOTO,AUTOMOVIL,"GARCIA GRANDE DE ZEQUEIRA, SEVERO y MIRALLA",CALLE,9,-34.647274319263,-58.502142044702
LC-2021-0005507,2021-01-05,11,LEVE - SIN LESIONES,M,25,MOTO,MOTO,AVELLANEDA AV. y BOYACA AV.,AVENIDA,7,-34.622451403611,-58.459622108526
LC-2021-0005507,2021-01-05,11,LEVE - SIN LESIONES,F,31,MOTO,MOTO,AVELLANEDA AV. y BOYACA AV.,AVENIDA,7,-34.622451403611,-58.459622108526
LC-2021-0005869,2021-01-05,16,LEVE - SIN LESIONES,M,23,SD,SD,REPUBLICA ARABE SIRIA 2961,CALLE,14,-34.581269523319,-58.413661517886
LC-2021-0005886,2021-01-05,13,LEVE - SIN LESIONES,M,22,TRANSPORTE PUBLICO,AUTOMOVIL,CORRIENTES AV. y LARREA,AVENIDA,3,-34.604712936961,-58.402139952467
LC-2021-0005888,2021-01-05,14,LEVE - SIN LESIONES,M,40,AUTOMOVIL,AUTOMOVIL,DEL LIBERTADOR AV. y ESMERALDA,AVENIDA,1,-34.591078420836,-58.37785940592
LC-2021-0006230,2021-01-05,14,LEVE - SIN LESIONES,F,40,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD,SD,SD,SD,SD
LC-2021-0006243,2021-01-05,5,LEVE - SIN LESIONES,F,34,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,"PEREZ, ROQUE y MONROE AV.",CALLE,13,-34.564868041054,-58.470439501380
LC-2021-0006316,2021-01-05,18,LEVE - SIN LESIONES,M,43,PEATON,AUTOMOVIL,"ALEM, LEANDRO N. AV. 168",AVENIDA,1,-34.605720099179,-58.370487685976
LC-2021-0006481,2021-01-05,22,LEVE - SIN LESIONES,M,24,SD,SD,CHICLANA AV. y CASEROS AV.,AVENIDA,5,-34.639334879502,-58.418481891796
LC-2021-0163666,2021-01-05,14,LEVE - SIN LESIONES,M,48,SD,SD,THAMES y SANTA FE AV.,CALLE,14,-34.581181921465,-58.421735801630
LC-2021-0006757,2021-01-06,6,LEVE - SIN LESIONES,M,28,MOTO,AUTOMOVIL,ENTRE RIOS AV. y SAN JUAN AV.,AVENIDA,3,-34.622732580572,-58.391491709047
LC-2021-0007182,2021-01-06,11,LEVE - SIN LESIONES,F,35,PEATON,AUTOMOVIL,"PUEYRREDON, HONORIO, DR. AV. y BELAUSTEGUI, LUIS, DR.",AVENIDA,15,-34.601787633354,-58.450584110293
LC-2021-0007359,2021-01-06,11,LEVE - SIN LESIONES,M,50,MOTO,AUTOMOVIL,DE LOS CONSTITUYENTES AV. 5863,AVENIDA,12,-34.572924962859,-58.503614570473
LC-2021-0007456,2021-01-06,13,LEVE - SIN LESIONES,M,34,MOTO,AUTOMOVIL,"ALBERDI, JUAN BAUTISTA AV. y ALBARIÃ‘O",AVENIDA,9,-34.648414360221,-58.499042740763
LC-2021-0007614,2021-01-06,13,LEVE - SIN LESIONES,M,28,MOTO,AUTOMOVIL,"NAZCA AV. y SASTRE, MARCOS",AVENIDA,11,-34.603494092485,-58.488171430070
LC-2021-0007636,2021-01-06,13,LEVE - SIN LESIONES,M,41,SD,SD,"PAZ, GRAL. AV. y SAN MARTIN AV.",GRAL PAZ,11,-34.589282193913,-58.519117770109
LC-2021-0007728,2021-01-06,12,LEVE - SIN LESIONES,F,79,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,PUEYRREDON AV. 880,AVENIDA,3,-34.600068240857,-58.404463730164
LC-2021-0007820,2021-01-06,15,LEVE - SIN LESIONES,M,48,MOTO,SD,"DIAZ VELEZ AV. y BRAVO, MARIO",AVENIDA,5,-34.608538389903,-58.417509838449
LC-2021-0007869,2021-01-06,16,LEVE - SIN LESIONES,M,21,SD,SD,PASO 150,CALLE,3,-34.608132127673,-58.403651817819
LC-2021-0007946,2021-01-06,16,GRAVE,F,28,MOTO,SD,"PAGOLA, CNEL. y PIROVANO",CALLE,4,-34.643468965258,-58.419945264189
LC-2021-0008104,2021-01-06,17,LEVE - SIN LESIONES,F,31,AUTOMOVIL,AUTOMOVIL,ARGENTINA AV. y CORVALAN,AVENIDA,8,-34.671987909997,-58.46713742736
LC-2021-0008104,2021-01-06,17,LEVE - SIN LESIONES,M,6,AUTOMOVIL,AUTOMOVIL,ARGENTINA AV. y CORVALAN,AVENIDA,8,-34.671987909997,-58.46713742736
LC-2021-0008104,2021-01-06,17,LEVE - SIN LESIONES,M,43,AUTOMOVIL,AUTOMOVIL,ARGENTINA AV. y CORVALAN,AVENIDA,8,-34.671987909997,-58.46713742736
LC-2021-0008124,2021-01-06,17,LEVE - SIN LESIONES,M,27,OTRO,TRANSPORTE PUBLICO,PASEO COLON AV. 100,AVENIDA,1,-34.608689947213,-58.369512483803
LC-2021-0008233,2021-01-06,16,LEVE - SIN LESIONES,M,35,MOTO,AUTOMOVIL,BERUTI 3387,CALLE,14,-34.586550112508,-58.410208553000
LC-2021-0008267,2021-01-06,19,LEVE - SIN LESIONES,M,48,MOTO,PEATON,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VEDIA, AGUSTIN DE",AVENIDA,4,-34.64975536242,-58.430590865971
LC-2021-0008299,2021-01-06,21,LEVE - SIN LESIONES,F,27,PEATON,MOTO,"LAS HERAS, GENERAL y CALLAO AV.",CALLE,2,-34.591763789413,-58.391894414417
LC-2021-0009563,2021-01-06,18,LEVE - SIN LESIONES,M,33,SD,SD,NAZCA y HABANA,CALLE,12,-34.589264972740,-58.499498596836
LC-2021-0010016,2021-01-06,22,LEVE - SIN LESIONES,M,24,MOTO,AUTOMOVIL,IRIGOYEN y ARREGUI,CALLE,10,-34.626841217503,-58.518467082936
LC-2021-0010016,2021-01-06,22,LEVE - SIN LESIONES,F,29,MOTO,AUTOMOVIL,IRIGOYEN y ARREGUI,CALLE,10,-34.626841217503,-58.518467082936
LC-2021-0008483,2021-01-07,1,GRAVE,M,26,SD,SD,"COLONIA AV. y ALCORTA, AMANCIO AV.",AVENIDA,4,-34.642540772013,-58.396258990204
LC-2021-0008507,2021-01-07,0,GRAVE,F,45,AUTOMOVIL,OTRO,"BORGES, JORGE LUIS y SANTA FE AV.",CALLE,14,-34.581862722433,-58.420753727261
LC-2021-0008507,2021-01-07,0,GRAVE,M,44,AUTOMOVIL,OTRO,"BORGES, JORGE LUIS y SANTA FE AV.",CALLE,14,-34.581862722433,-58.420753727261
LC-2021-0008982,2021-01-07,10,LEVE - SIN LESIONES,M,29,SD,SD,"RIVADAVIA MARTIN, COMODORO 2376",CALLE,13,-34.548387225312,-58.46825548156
LC-2021-0009098,2021-01-07,11,LEVE - SIN LESIONES,M,32,MOTO,SD,RIVADAVIA AV. 10173,AVENIDA,10,-34.638399482336,-58.506995957612
LC-2021-0009137,2021-01-07,10,LEVE - SIN LESIONES,M,60,MOTO,AUTOMOVIL,"CASTILLO, RAMON S., PRES. AV. 2500",AVENIDA,2,-34.574254457574,-58.391984648074
LC-2021-0009221,2021-01-07,11,LEVE - SIN LESIONES,M,58,MOTO,AUTOMOVIL,9 DE JULIO AV. y SARMIENTO,AVENIDA,1,-34.604989209095,-58.381758663927
LC-2021-0009650,2021-01-07,15,LEVE - SIN LESIONES,M,62,AUTOMOVIL,AUTOMOVIL,"HUMBOLDT y CABRERA, JOSE A.",CALLE,14,-34.586420381569,-58.437171039262
LC-2021-0009650,2021-01-07,15,LEVE - SIN LESIONES,M,42,AUTOMOVIL,AUTOMOVIL,"HUMBOLDT y CABRERA, JOSE A.",CALLE,14,-34.586420381569,-58.437171039262
LC-2021-0009650,2021-01-07,15,LEVE - SIN LESIONES,M,34,AUTOMOVIL,AUTOMOVIL,"HUMBOLDT y CABRERA, JOSE A.",CALLE,14,-34.586420381569,-58.437171039262
LC-2021-0009690,2021-01-07,14,LEVE - SIN LESIONES,M,51,SD,SD,"ALVAREZ, DONATO, TTE. GRAL. y TRES ARROYOS",CALLE,11,-34.609522337125,-58.461640971678
LC-2021-0009720,2021-01-07,16,LEVE - SIN LESIONES,M,55,MOTO,SD,"JUSTO, JUAN B. AV. y MERCEDES",AVENIDA,10,-34.625618087918,-58.487251578940
LC-2021-0009776,2021-01-07,0,GRAVE,M,37,MOTO,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0009905,2021-01-07,17,LEVE - SIN LESIONES,F,28,PEATON,AUTOMOVIL,CONGRESO AV. y CERETTI,AVENIDA,12,-34.573336318742,-58.496960809553
LC-2021-0009924,2021-01-07,18,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,"PAZ, GRAL. AV. y CASTRO, EMILIO AV.",GRAL PAZ,9,-34.656887319301,-58.525766059083
LC-2021-0009965,2021-01-07,18,LEVE - SIN LESIONES,F,25,MOTO,AUTOMOVIL,"TRES ARROYOS y ALVAREZ, DONATO, TTE. GRAL.",CALLE,11,-34.609522337125,-58.461640971678
LC-2021-0010009,2021-01-07,18,LEVE - SIN LESIONES,M,34,MOTO,TRANSPORTE PUBLICO,FRAGATA PRES. SARMIENTO y SAN MARTIN AV.,AVENIDA,15,-34.604094690829,-58.460021423167
LC-2021-0010130,2021-01-07,19,LEVE - SIN LESIONES,F,64,AUTOMOVIL,AUTOMOVIL,SD,SD,SD,-34.6406829934698,-58.3762192755626
LC-2021-0010130,2021-01-07,19,LEVE - SIN LESIONES,F,40,AUTOMOVIL,AUTOMOVIL,SD,SD,SD,-34.6406829934698,-58.3762192755626
LC-2021-0010208,2021-01-07,21,LEVE - SIN LESIONES,M,21,AUTOMOVIL,AUTOMOVIL,DE LOS CONSTITUYENTES AV. y MENDOZA,AVENIDA,12,-34.582269576027,-58.491750884491
LC-2021-0010208,2021-01-07,21,LEVE - SIN LESIONES,M,43,AUTOMOVIL,AUTOMOVIL,DE LOS CONSTITUYENTES AV. y MENDOZA,AVENIDA,12,-34.582269576027,-58.491750884491
LC-2021-0010249,2021-01-07,22,LEVE - SIN LESIONES,M,30,PEATON,MOTO,"JUSTO, JUAN B. AV. y CORRIENTES AV.",AVENIDA,15,-34.594763673349,-58.444301374112
LC-2021-0012492,2021-01-07,11,LEVE - SIN LESIONES,M,31,MOTO,AUTOMOVIL,SANTA FE AV. y AYACUCHO,AVENIDA,2,-34.595736874904,-58.396097253418
LC-2021-0017106,2021-01-07,17,LEVE - SIN LESIONES,M,48,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y GRIVEO",GRAL PAZ,11,-34.594716402862,-58.521694224294
LC-2021-0017220,2021-01-07,11,LEVE - SIN LESIONES,M,43,MOTO,AUTOMOVIL,ALVAREZ THOMAS AV. y HOLMBERG,AVENIDA,15,-34.578750878458,-58.468634549390
LC-2021-0022798,2021-01-07,12,LEVE - SIN LESIONES,M,37,AUTOMOVIL,AUTOMOVIL,"DELLEPIANE, LUIS, TTE. GRAL. 5590",AVENIDA,8,-34.674199099157,-58.476828611338
LC-2021-0022798,2021-01-07,12,LEVE - SIN LESIONES,M,42,AUTOMOVIL,AUTOMOVIL,"DELLEPIANE, LUIS, TTE. GRAL. 5590",AVENIDA,8,-34.674199099157,-58.476828611338
LC-2021-0010297,2021-01-08,0,LEVE - SIN LESIONES,M,50,MOTO,AUTOMOVIL,INDEPENDENCIA AV. 4011,AVENIDA,5,-34.621229154550,-58.422460017835
LC-2021-0010468,2021-01-08,7,LEVE - SIN LESIONES,M,44,AUTOMOVIL,AUTOMOVIL,"CHILAVERT, MARTINIANO, CORONEL y MARTI, JOSE",CALLE,8,-34.659231919357,-58.444735896178
LC-2021-0010668,2021-01-08,10,LEVE - SIN LESIONES,F,22,PEATON,MOTO,NAZCA AV. 84,AVENIDA,7,-34.629729811436,-58.470309302653
LC-2021-0011009,2021-01-08,13,LEVE - SIN LESIONES,M,35,MOTO,AUTOMOVIL,"CARRIL, SALVADOR MARIA DEL AV. 2686",AVENIDA,15,-34.589334468993,-58.495624059559
LC-2021-0011112,2021-01-08,12,LEVE - SIN LESIONES,M,36,AUTOMOVIL,SD,SD,SD,SD,SD,SD
LC-2021-0011243,2021-01-08,15,LEVE - SIN LESIONES,M,22,AUTOMOVIL,TRANSPORTE PUBLICO,"ZELARRAYAN y GORDILLO, TIMOTEO",CALLE,8,-34.677427315156,-58.483409370152
LC-2021-0011317,2021-01-08,14,LEVE - SIN LESIONES,F,43,SD,SD,PERU 143,CALLE,1,-34.609654317496,-58.375094004336
LC-2021-0011451,2021-01-08,15,LEVE - SIN LESIONES,M,25,MOTO,AUTOMOVIL,DE LOS CONSTITUYENTES AV. y PAREJA,AVENIDA,12,-34.584205114254,-58.489505069266
LC-2021-0011513,2021-01-08,16,LEVE - SIN LESIONES,M,34,MOTO,AUTOMOVIL,"OROÃ‘O, NICASIO y AÃ‘ASCO",CALLE,15,-34.599060247436,-58.460013530444
LC-2021-0011568,2021-01-08,18,LEVE - SIN LESIONES,F,42,AUTOMOVIL,AUTOMOVIL,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",AVENIDA,8,-34.698437563922,-58.470645562388
LC-2021-0011572,2021-01-08,17,LEVE - SIN LESIONES,M,54,AUTOMOVIL,AUTOMOVIL,"HELGUERA y JUSTO, JUAN B. AV.",CALLE,11,-34.619842825568,-58.478330543788
LC-2021-0011605,2021-01-08,18,LEVE - SIN LESIONES,M,26,TRANSPORTE PUBLICO,AUTOMOVIL,PASTEUR y RIVADAVIA AV.,CALLE,3,-34.609697998098,-58.399105700633
LC-2021-0011605,2021-01-08,18,LEVE - SIN LESIONES,M,19,TRANSPORTE PUBLICO,AUTOMOVIL,PASTEUR y RIVADAVIA AV.,CALLE,3,-34.609697998098,-58.399105700633
LC-2021-0011605,2021-01-08,18,LEVE - SIN LESIONES,M,20,TRANSPORTE PUBLICO,AUTOMOVIL,PASTEUR y RIVADAVIA AV.,CALLE,3,-34.609697998098,-58.399105700633
LC-2021-0011796,2021-01-08,20,GRAVE,M,71,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,"MITRE, BARTOLOME 2150",CALLE,3,-34.608497299810,-58.397024146757
LC-2021-0011851,2021-01-08,21,LEVE - SIN LESIONES,M,47,MOTO,AUTOMOVIL,"MORENO, JOSE MARIA AV. y ASAMBLEA AV.",AVENIDA,7,-34.634017826950,-58.432739895739
LC-2021-0012018,2021-01-08,20,LEVE - SIN LESIONES,M,21,MOTO,SD,DORREGO 1675,CALLE,14,-34.582176887410,-58.443465881754
LC-2021-32549589,2021-01-08,0,LEVE - SIN LESIONES,M,33,MOTO,SD,SD,SD,SD,SD,SD
LC-2021-0012124,2021-01-09,3,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,"RIVADAVIA AV. y GARCIA LORCA, FEDERICO",AVENIDA,6,-34.621727936809,-58.444353243636
LC-2021-0012703,2021-01-09,12,LEVE - SIN LESIONES,F,38,AUTOMOVIL,TRANSPORTE PUBLICO,SD,SD,SD,SD,SD
LC-2021-0012703,2021-01-09,12,LEVE - SIN LESIONES,M,13,AUTOMOVIL,TRANSPORTE PUBLICO,SD,SD,SD,SD,SD
LC-2021-0012733,2021-01-09,16,LEVE - SIN LESIONES,M,30,MOTO,AUTOMOVIL,PICHINCHA y REPUBLICA BOLIVARIANA DE VENEZUELA,CALLE,3,-34.615149193214,-58.399232000453
LC-2021-0012827,2021-01-09,18,LEVE - SIN LESIONES,M,64,MOTO,AUTOMOVIL,"ROCA, CNEL. AV. 6715",AVENIDA,8,-34.695812876094,-58.468076469463
LC-2021-0012840,2021-01-09,19,LEVE - SIN LESIONES,M,39,PEATON,AUTOMOVIL,GODOY CRUZ y CORDOBA AV.,CALLE,15,-34.589611765750,-58.437125930452
LC-2021-0012941,2021-01-09,21,LEVE - SIN LESIONES,F,24,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,CABILDO AV. e IBERA,AVENIDA,13,-34.553512990745,-58.464520240502
LC-2021-0012941,2021-01-09,21,LEVE - SIN LESIONES,M,57,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,CABILDO AV. e IBERA,AVENIDA,13,-34.553512990745,-58.464520240502
LC-2021-0012941,2021-01-09,21,LEVE - SIN LESIONES,M,56,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,CABILDO AV. e IBERA,AVENIDA,13,-34.553512990745,-58.464520240502
LC-2021-0013479,2021-01-09,0,LEVE - SIN LESIONES,M,35,MOTO,MOTO,MONROE y HOLMBERG,CALLE,12,-34.568950781938,-58.477215076912
LC-2021-0013142,2021-01-10,5,GRAVE,M,23,SD,SD,SANTA FE AV. 2264,AVENIDA,2,-34.595394382029,-58.399436159799
LC-2021-0013185,2021-01-10,0,LEVE - SIN LESIONES,M,27,MOTO,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0013505,2021-01-10,16,LEVE - SIN LESIONES,M,39,AUTOMOVIL,TRANSPORTE PUBLICO,BONPLAND y PARAGUAY,CALLE,14,-34.578649293221,-58.431958723509
LC-2021-0013669,2021-01-10,18,LEVE - SIN LESIONES,M,48,SD,SD,LAS HERAS GENERAL AV. y PUEYRREDON AV.,AVENIDA,2,-34.587461152023,-58.397218810145
LC-2021-0013669,2021-01-10,18,LEVE - SIN LESIONES,F,61,SD,SD,LAS HERAS GENERAL AV. y PUEYRREDON AV.,AVENIDA,2,-34.587461152023,-58.397218810145
LC-2021-0013682,2021-01-10,17,GRAVE,M,43,MOTO,AUTOMOVIL,CONGRESO AV. y GALVAN,AVENIDA,12,-34.567861298195,-58.486612862679
LC-2021-0013694,2021-01-10,14,LEVE - SIN LESIONES,M,26,AUTOMOVIL,AUTOMOVIL,"SAENZ PEÃ‘A, LUIS, PRES. y ESTADOS UNIDOS",CALLE,1,-34.618786760768,-58.387422382362
LC-2021-0013775,2021-01-10,20,LEVE - SIN LESIONES,M,20,AUTOMOVIL,AUTOMOVIL,MEDRANO 1260,CALLE,14,-34.594645522328,-58.419873243052
LC-2021-0013775,2021-01-10,20,LEVE - SIN LESIONES,F,29,AUTOMOVIL,AUTOMOVIL,MEDRANO 1260,CALLE,14,-34.594645522328,-58.419873243052
LC-2021-0013856,2021-01-10,21,GRAVE,M,30,PEATON,AUTOMOVIL,DE LOS CONSTITUYENTES AV. y GUTENBERG,AVENIDA,15,-34.592305867133,-58.474334099744
LC-2021-0013883,2021-01-10,23,LEVE - SIN LESIONES,M,36,MOTO,SD,"RIVADAVIA AV. y HUGO, VICTOR",AVENIDA,10,-34.638005729685,-58.503417224415
LC-2021-0013921,2021-01-10,23,LEVE - SIN LESIONES,F,35,AUTOMOVIL,AUTOMOVIL,"PERON, EVA AV. y POLA",AVENIDA,9,-34.661870001258,-58.485036362550
LC-2021-0014402,2021-01-10,13,LEVE - SIN LESIONES,F,48,SD,SD,"BOYACA y MAGARIÃ‘OS CERVANTES, A.",CALLE,11,-34.608331014481,-58.470116069305
LC-2021-0041801,2021-01-10,20,LEVE - SIN LESIONES,F,23,SD,SD,"GUEMES, MACACHA y MOREAU DE JUSTO, ALICIA AV.",AVENIDA,1,-34.605190044043,-58.366966797822
LC-2021-0014078,2021-01-11,6,LEVE - SIN LESIONES,M,51,AUTOMOVIL,AUTOMOVIL,"BROWN, ALTE. AV. y PINZON",AVENIDA,4,-34.633668702222,-58.359857505881
LC-2021-0014242,2021-01-11,6,LEVE - SIN LESIONES,F,39,PEATON,AUTOMOVIL,"MITRE, BARTOLOME y 9 DE JULIO AV.",CALLE,1,-34.607314309908,-58.381619827550
LC-2021-0014284,2021-01-11,7,LEVE - SIN LESIONES,M,51,AUTOMOVIL,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0014442,2021-01-11,10,LEVE - SIN LESIONES,F,60,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. 13547",GRAL PAZ,9,-34.670294384638,-58.508409305694
LC-2021-0014489,2021-01-11,10,LEVE - SIN LESIONES,F,27,MOTO,AUTOMOVIL,"MORENO, PERITO AV. y BARCO CENTENERA DEL",AVENIDA,4,-34.650108899839,-58.425294899928
LC-2021-0014551,2021-01-11,11,LEVE - SIN LESIONES,F,40,AUTOMOVIL,AUTOMOVIL,CASTAÃ‘ARES AV. y ALBARIÃ‘O,AVENIDA,8,-34.667936004625,-58.474012397771
LC-2021-0014551,2021-01-11,11,LEVE - SIN LESIONES,M,38,AUTOMOVIL,AUTOMOVIL,CASTAÃ‘ARES AV. y ALBARIÃ‘O,AVENIDA,8,-34.667936004625,-58.474012397771
LC-2021-0014643,2021-01-11,12,LEVE - SIN LESIONES,M,61,AUTOMOVIL,AUTOMOVIL,SAN JUAN AV. 3605,AVENIDA,5,-34.625273929419,-58.416246540761
LC-2021-0014643,2021-01-11,12,LEVE - SIN LESIONES,M,57,AUTOMOVIL,AUTOMOVIL,SAN JUAN AV. 3605,AVENIDA,5,-34.625273929419,-58.416246540761
LC-2021-0014683,2021-01-11,13,LEVE - SIN LESIONES,M,45,MOTO,AUTOMOVIL,"BONORINO, ESTEBAN, CNEL. AV. 1748",AVENIDA,7,-34.644791410975,-58.445380367921
LC-2021-0014746,2021-01-11,13,LEVE - SIN LESIONES,M,34,SD,SD,SD,SD,12,-34.54837,-58.493326
LC-2021-0014746,2021-01-11,13,LEVE - SIN LESIONES,M,20,SD,SD,SD,SD,12,-34.54837,-58.493326
LC-2021-0014854,2021-01-11,15,LEVE - SIN LESIONES,M,44,AUTOMOVIL,AUTOMOVIL,VELEZ SARSFIELD AV. 170,AVENIDA,4,-34.636168469015,-58.389974744303
LC-2021-0014854,2021-01-11,15,LEVE - SIN LESIONES,F,18,AUTOMOVIL,AUTOMOVIL,VELEZ SARSFIELD AV. 170,AVENIDA,4,-34.636168469015,-58.389974744303
LC-2021-0014854,2021-01-11,15,LEVE - SIN LESIONES,M,36,AUTOMOVIL,AUTOMOVIL,VELEZ SARSFIELD AV. 170,AVENIDA,4,-34.636168469015,-58.389974744303
LC-2021-0014915,2021-01-11,14,LEVE - SIN LESIONES,F,37,AUTOMOVIL,AUTOMOVIL,"BEIRO, FRANCISCO AV. y CAMPANA",AVENIDA,11,-34.598281587485,-58.499542279080
LC-2021-0015071,2021-01-11,15,LEVE - SIN LESIONES,M,40,MOTO,OTRO,"ALCORTA, AMANCIO AV. y ROMERO",AVENIDA,4,-34.655463134459,-58.414180867281
LC-2021-0015202,2021-01-11,18,LEVE - SIN LESIONES,F,75,SD,SD,"SEGUROLA AV. y SASTRE, MARCOS",AVENIDA,10,-34.614109033754,-58.506169616107
LC-2021-0015350,2021-01-11,18,LEVE - SIN LESIONES,F,21,MOTO,SD,CAVIA 3302,CALLE,14,-34.574045993439,-58.404509164655
LC-2021-0015359,2021-01-11,19,LEVE - SIN LESIONES,M,23,PEATON,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0018512,2021-01-11,6,LEVE - SIN LESIONES,M,51,PEATON,TRANSPORTE PUBLICO,CASTAÃ‘ARES AV. y LAFUENTE AV.,AVENIDA,7,-34.650821491519,-58.454636620405
LC-2021-0030734,2021-01-11,13,LEVE - SIN LESIONES,M,38,MOTO,SD,BELGRANO AV. y MATHEU,AVENIDA,3,-34.614356270399,-58.400128866593
LC-2021-0015623,2021-01-12,0,GRAVE,M,22,MOTO,OTRO,SD,SD,SD,SD,SD
LC-2021-0015647,2021-01-12,3,LEVE - SIN LESIONES,M,29,MOTO,AUTOMOVIL,"MEDRANO y CABRERA, JOSE A.",CALLE,14,-34.596504810151,-58.419965591258
LC-2021-0015647,2021-01-12,3,LEVE - SIN LESIONES,F,30,MOTO,AUTOMOVIL,"MEDRANO y CABRERA, JOSE A.",CALLE,14,-34.596504810151,-58.419965591258
LC-2021-0015689,2021-01-12,2,LEVE - SIN LESIONES,M,45,SD,SD,"BEIRO, FRANCISCO AV. y CALDERON DE LA BARCA, PEDRO",AVENIDA,11,-34.613013805521,-58.523511968868
LC-2021-0015762,2021-01-12,8,GRAVE,F,48,MOTO,AUTOMOVIL,MILLER y NUÃ‘EZ,CALLE,12,-34.561738628065,-58.489086012946
LC-2021-0015762,2021-01-12,8,GRAVE,F,29,MOTO,AUTOMOVIL,MILLER y NUÃ‘EZ,CALLE,12,-34.561738628065,-58.489086012946
LC-2021-0015889,2021-01-12,8,LEVE - SIN LESIONES,M,28,MOTO,OTRO,"PAZ, GRAL. AV. 14120",GRAL PAZ,8,-34.674020313012,-58.501265546696
LC-2021-0016064,2021-01-12,11,LEVE - SIN LESIONES,M,62,SD,SD,"BUFANO, ALFREDO R. 1800",CALLE,11,-34.611236684555,-58.472901795494
LC-2021-0016208,2021-01-12,11,LEVE - SIN LESIONES,M,59,MOTO,AUTOMOVIL,CORRIENTES AV. y RECONQUISTA,AVENIDA,1,-34.603146332435,-58.372464779848
LC-2021-0016261,2021-01-12,11,LEVE - SIN LESIONES,M,68,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,CORRIENTES AV. 922,AVENIDA,1,-34.603776666080,-58.379792530270
LC-2021-0016621,2021-01-12,13,LEVE - SIN LESIONES,M,38,MOTO,AUTOMOVIL,CORDOBA AV. y SANCHEZ DE BUSTAMANTE,AVENIDA,2,-34.597948181017,-58.413255051644
LC-2021-0016627,2021-01-12,14,LEVE - SIN LESIONES,M,29,PEATON,AUTOMOVIL,"FALCON, RAMON L.,CNEL. y BOLAÃ‘OS",CALLE,10,-34.635831825020,-58.484370620997
LC-2021-0016665,2021-01-12,14,LEVE - SIN LESIONES,M,34,MOTO,SD,ARGERICH 536,CALLE,7,-34.626385986322,-58.473617859636
LC-2021-0016849,2021-01-12,15,LEVE - SIN LESIONES,M,41,MOTO,SD,BARRAGAN 306,CALLE,9,-34.636925538285,-58.522985566520
LC-2021-0016872,2021-01-12,15,LEVE - SIN LESIONES,F,54,AUTOMOVIL,AUTOMOVIL,"GOMEZ, VALENTIN y AGUERO",CALLE,3,-34.605106939652,-58.412038960119
LC-2021-0016916,2021-01-12,17,LEVE - SIN LESIONES,M,72,MOTO,AUTOMOVIL,LAS HERAS GENERAL AV. 1861,AVENIDA,2,-34.591136415471,-58.392362004375
LC-2021-0016919,2021-01-12,16,LEVE - SIN LESIONES,F,41,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,NAZCA AV. 2718,AVENIDA,11,-34.604654469353,-58.487418808599
LC-2021-0016965,2021-01-12,16,LEVE - SIN LESIONES,M,36,MOTO,AUTOMOVIL,"PEDRAZA, MANUELA y GALVAN",CALLE,12,-34.564011077026,-58.490042786716
LC-2021-0016965,2021-01-12,16,LEVE - SIN LESIONES,F,30,MOTO,AUTOMOVIL,"PEDRAZA, MANUELA y GALVAN",CALLE,12,-34.564011077026,-58.490042786716
LC-2021-0016985,2021-01-12,0,LEVE - SIN LESIONES,M,40,AUTOMOVIL,AUTOMOVIL,CARABOBO AV. 800,AVENIDA,7,-34.635386700756,-58.452229209464
LC-2021-0017191,2021-01-12,19,LEVE - SIN LESIONES,F,72,AUTOMOVIL,AUTOMOVIL,ARAOZ y EL SALVADOR,CALLE,14,-34.591493327616,-58.424158209451
LC-2021-0017191,2021-01-12,19,LEVE - SIN LESIONES,M,36,AUTOMOVIL,AUTOMOVIL,ARAOZ y EL SALVADOR,CALLE,14,-34.591493327616,-58.424158209451
